City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Murray Bridge,AU,2020-04-15 22:49:07,-35.12,139.27,66.0,82,9,5.01
305,Kamina,CD,2020-04-15 22:49:07,-8.74,24.99,66.58,69,69,0.74
306,Petropavlovsk-Kamchatskiy,RU,2020-04-15 22:49:07,53.05,158.65,33.8,59,100,2.24
307,West Wendover,US,2020-04-15 22:47:40,40.74,-114.07,62.6,23,90,17.22
308,Arroyo,ES,2020-04-15 22:49:08,41.61,-4.8,52.0,93,75,5.82
309,Taicheng,CN,2020-04-15 22:49:08,38.73,113.23,45.73,31,1,17.54
310,The Pas,CA,2020-04-15 22:49:08,53.83,-101.25,30.2,46,1,12.75
311,Scarborough,GB,2020-04-15 22:44:51,54.28,-0.4,51.01,70,43,1.12
312,Xixiang,CN,2020-04-15 22:49:08,35.16,112.86,66.0,99,56,7.83
313,Tambovka,RU,2020-04-15 22:49:08,50.1,128.05,30.2,68,0,2.93
314,Lufilufi,WS,2020-04-15 22:48:29,-13.87,-171.6,84.63,74,94,13.11
315,Port Blair,IN,2020-04-15 22:48:17,11.67,92.75,82.35,75,85,2.35
316,Clarksburg,US,2020-04-15 22:46:44,39.28,-80.34,50.0,29,20,16.11
317,Chuy,UY,2020-04-15 22:47:51,-33.7,-53.46,62.06,77,65,19.55
318,Obukhiv,UA,2020-04-15 22:49:09,50.11,30.62,43.0,78,90,11.18
319,Geraldton,AU,2020-04-15 22:49:10,-28.77,114.6,55.4,87,0,6.93
320,Suslovo,RU,2020-04-15 22:49:10,56.22,88.12,38.17,75,48,10.45
321,El Alto,PE,2020-04-15 22:49:10,-4.27,-81.21,72.82,76,68,10.27
322,Provideniya,RU,2020-04-15 22:47:55,64.38,-173.3,30.2,80,90,13.42
323,Shubarkuduk,KZ,2020-04-15 22:49:10,49.14,56.49,45.34,53,81,20.36
324,Aitape,PG,2020-04-15 22:49:11,-3.14,142.35,84.78,70,60,3.53
325,Salalah,OM,2020-04-15 22:49:11,17.02,54.09,82.4,74,20,8.05
326,Lebanon,US,2020-04-15 22:49:11,36.21,-86.29,61.0,22,1,14.99
327,Tucumcari,US,2020-04-15 22:49:11,35.17,-103.72,69.8,12,1,18.34
328,Poopo,BO,2020-04-15 22:48:10,-18.37,-66.97,49.12,10,0,4.72
329,Awbari,LY,2020-04-15 22:49:12,26.59,12.78,79.27,27,99,14.12
330,Srednekolymsk,RU,2020-04-15 22:49:12,67.45,153.68,4.62,93,58,12.86
331,Kolaras,IN,2020-04-15 22:49:12,25.23,77.6,78.87,19,0,6.85
332,Kolyvan,RU,2020-04-15 22:49:12,55.31,82.74,35.6,74,25,8.95
333,Kulachi,PK,2020-04-15 22:49:12,31.93,70.46,77.56,22,100,8.86
334,Nanortalik,GL,2020-04-15 22:47:58,60.14,-45.24,35.47,94,100,13.31
335,Horana,LK,2020-04-15 22:49:13,6.72,80.06,75.2,100,5,2.24
336,Tahta,EG,2020-04-15 22:49:13,26.77,31.5,69.57,26,0,6.85
337,Sabha,LY,2020-04-15 22:49:13,27.04,14.43,81.52,26,99,18.61
338,Rawson,AR,2020-04-15 22:49:13,-43.3,-65.1,64.22,55,97,13.35
339,Aksu,CN,2020-04-15 22:49:14,41.12,80.26,63.16,23,100,4.83
340,Kavaratti,IN,2020-04-15 22:49:14,10.57,72.64,83.57,69,91,2.19
341,Adela,PH,2020-04-15 22:49:14,12.44,120.97,85.89,57,5,2.57
342,Marzuq,YE,2020-04-15 22:49:14,14.4,46.47,73.35,50,72,1.43
343,Gusau,NG,2020-04-15 22:49:14,12.16,6.66,82.13,12,0,9.08
344,Marsa Matruh,EG,2020-04-15 22:49:15,31.35,27.25,63.43,81,23,18.3
345,Minas De Barroteran,MX,2020-04-15 22:49:15,27.63,-101.28,66.04,40,63,8.39
346,Mao,ES,2020-04-15 22:49:15,39.89,4.27,60.8,77,100,17.22
347,Kokopo,PG,2020-04-15 22:48:12,-4.35,152.26,83.89,67,99,2.57
348,Corinto,GR,2020-04-15 22:49:15,37.94,22.96,52.0,76,75,12.75
349,Tubuala,PA,2020-04-15 22:49:16,9.52,-79.03,80.6,78,40,11.41
350,Ahipara,NZ,2020-04-15 22:49:16,-35.17,173.17,64.63,77,29,18.9
351,Fortuna,US,2020-04-15 22:47:37,40.6,-124.16,62.01,82,1,19.46
352,Baillif,GP,2020-04-15 22:49:16,16.02,-61.75,80.6,65,40,12.75
353,Vysokogornyy,RU,2020-04-15 22:49:16,50.12,139.15,35.04,63,0,4.68
354,Dosso,NE,2020-04-15 22:49:17,13.05,3.19,81.64,14,11,1.61
355,Ust-Kuyga,RU,2020-04-15 22:49:17,70.02,135.6,0.52,89,100,11.65
356,Eydhafushi,MV,2020-04-15 22:49:17,5.1,73.07,85.24,70,98,7.83
357,Vila Franca Do Campo,PT,2020-04-15 22:49:17,37.72,-25.43,55.4,76,20,13.87
358,Quang Ngai,VN,2020-04-15 22:49:17,15.12,108.8,76.12,81,77,4.74
359,Makaha,US,2020-04-15 22:49:18,21.47,-158.22,82.4,57,20,12.75
360,Puerto Maldonado,PE,2020-04-15 22:49:18,-12.6,-69.18,66.25,89,99,1.61
361,Hamilton,US,2020-04-15 22:46:27,39.18,-84.53,46.4,61,75,11.41
362,Vestmannaeyjar,IS,2020-04-15 22:47:39,63.44,-20.27,39.29,74,82,11.05
363,Namtsy,RU,2020-04-15 22:49:18,62.72,129.67,15.8,56,9,15.66
364,Strezhevoy,RU,2020-04-15 22:49:19,60.73,77.59,37.4,93,90,6.71
365,Cootamundra,AU,2020-04-15 22:49:19,-34.65,148.03,64.99,78,98,1.99
366,Bida,NG,2020-04-15 22:49:19,9.08,6.02,88.79,46,1,7.11
367,Man,CI,2020-04-15 22:49:19,7.41,-7.55,73.38,84,55,1.32
368,Krosno Odrzanskie,PL,2020-04-15 22:49:20,52.05,15.1,48.99,41,2,7.85
369,Santa Cruz,BO,2020-04-15 22:45:45,-17.8,-63.17,77.0,38,75,10.29
370,San Felipe,VE,2020-04-15 22:48:21,10.34,-68.74,72.68,72,6,4.0
371,Safakulevo,RU,2020-04-15 22:49:20,54.99,62.54,43.41,68,69,14.34
372,Bima,ID,2020-04-15 22:49:20,-8.47,118.72,81.37,81,100,2.73
373,Sandane,NO,2020-04-15 22:49:21,61.77,6.21,42.8,85,75,27.51
374,Barranca,PE,2020-04-15 22:49:21,-10.75,-77.77,73.71,72,22,7.43
375,Twentynine Palms,US,2020-04-15 22:49:21,34.14,-116.05,87.8,8,1,5.19
376,Ola,RU,2020-04-15 22:49:21,59.58,151.28,23.11,93,92,0.98
377,Coquimbo,CL,2020-04-15 22:47:44,-29.95,-71.34,62.6,67,100,9.17
378,Matay,EG,2020-04-15 22:49:22,28.42,30.78,71.38,21,44,5.91
379,Jalu,LY,2020-04-15 22:49:22,29.03,21.55,74.17,32,68,7.18
380,Grindavik,IS,2020-04-15 22:49:22,63.84,-22.43,39.2,80,75,8.05
381,Baker City,US,2020-04-15 22:49:22,44.77,-117.83,55.4,35,75,26.4
382,Bathsheba,BB,2020-04-15 22:49:22,13.22,-59.52,80.6,69,40,16.11
383,Bam,IR,2020-04-15 22:49:23,29.11,58.36,66.18,38,100,1.63
384,Haines Junction,CA,2020-04-15 22:48:07,60.75,-137.51,44.01,66,99,6.85
385,Poya,NC,2020-04-15 22:49:23,-21.35,165.15,79.21,72,1,12.71
386,Takoradi,GH,2020-04-15 22:49:24,4.88,-1.76,82.08,83,99,4.74
387,Paita,PE,2020-04-15 22:49:24,-5.09,-81.11,75.11,71,41,12.97
388,Victoria Point,AU,2020-04-15 22:46:45,-27.58,153.3,75.99,82,20,8.05
389,Kirs,RU,2020-04-15 22:49:24,59.34,52.24,44.58,81,100,14.54
390,Sabla,NG,2020-04-15 22:49:24,12.75,4.71,85.73,11,11,6.31
391,Ixtapa,MX,2020-04-15 22:48:49,20.7,-105.2,77.0,61,5,12.75
392,Naze,JP,2020-04-15 22:49:25,28.37,129.48,66.2,67,40,8.05
393,Weston,US,2020-04-15 22:48:12,26.1,-80.4,91.99,52,20,14.99
394,Magaria,NE,2020-04-15 22:49:25,13.0,8.91,79.43,13,0,8.63
395,Jibuti,DJ,2020-04-15 22:49:26,11.5,42.5,84.2,74,20,4.59
396,Alyangula,AU,2020-04-15 22:49:26,-13.85,136.42,75.2,100,4,9.71
397,Sao Filipe,CV,2020-04-15 22:49:26,14.9,-24.5,72.5,76,61,13.33
398,Ewa Beach,US,2020-04-15 22:49:26,21.32,-158.01,82.4,51,40,17.22
399,Roverud,NO,2020-04-15 22:49:26,60.25,12.05,50.0,49,28,12.75
400,Shadegan,IR,2020-04-15 22:49:27,30.65,48.66,69.8,60,75,6.22
401,Rogongon,PH,2020-04-15 22:49:27,8.23,124.33,83.88,63,66,1.1
402,Jizan,SA,2020-04-15 22:49:27,17.33,42.67,84.2,74,12,9.17
403,Lukulu,ZM,2020-04-15 22:49:27,-14.37,23.24,66.67,62,71,3.56
404,Ocampo,MX,2020-04-15 22:49:27,21.65,-101.5,78.06,7,52,17.9
405,Severnyy-Kospashskiy,RU,2020-04-15 22:49:28,59.09,57.8,36.25,83,100,9.06
406,Marawi,PH,2020-04-15 22:49:28,8.0,124.29,78.04,59,59,1.9
407,Yamada,JP,2020-04-15 22:49:28,39.47,141.95,45.05,59,7,13.11
408,Ishinomaki,JP,2020-04-15 22:49:28,38.42,141.3,44.6,52,75,11.41
409,Atar,MR,2020-04-15 22:49:28,20.52,-13.05,70.57,21,0,2.57
410,Taketa,JP,2020-04-15 22:49:29,32.97,131.38,57.2,81,80,2.24
411,Ihosy,MG,2020-04-15 22:49:29,-22.4,46.12,66.24,71,70,7.85
412,Choctaw,US,2020-04-15 22:49:29,35.5,-97.27,64.0,29,1,14.99
413,Puerto Suarez,BO,2020-04-15 22:49:29,-18.95,-57.8,63.99,52,13,3.96
414,Kargasok,RU,2020-04-15 22:49:29,59.06,80.86,32.63,94,75,8.28
415,Nalchiti,BD,2020-04-15 22:49:30,22.63,90.28,76.39,87,33,6.89
416,Zaqatala,AZ,2020-04-15 22:49:30,41.63,46.64,51.8,66,40,11.41
417,Gazojak,TM,2020-04-15 22:49:30,41.19,61.4,54.61,35,0,8.39
418,Svetlogorsk,BY,2020-04-15 22:48:03,52.63,29.73,38.89,83,79,13.73
419,Hirara,JP,2020-04-15 22:49:31,24.8,125.28,68.0,72,20,4.7
420,Sitka,US,2020-04-15 22:48:52,57.05,-135.33,46.4,93,90,3.36
421,Chippewa Falls,US,2020-04-15 22:49:31,44.94,-91.39,33.01,42,90,12.75
422,Tamiahua,MX,2020-04-15 22:45:06,21.27,-97.45,73.11,84,100,11.97
423,Bucerias,MX,2020-04-15 22:49:31,20.75,-105.33,77.0,61,5,12.75
424,Leh,IN,2020-04-15 22:49:32,34.17,77.58,31.1,20,27,5.55
425,Lancaster,US,2020-04-15 22:49:32,40.25,-76.25,52.0,29,1,5.82
426,Mikhaylov,RU,2020-04-15 22:49:32,54.23,39.02,36.0,60,96,5.99
427,College,US,2020-04-15 22:49:32,64.86,-147.8,51.8,42,75,2.13
428,Nuuk,GL,2020-04-15 22:49:32,64.18,-51.72,30.2,92,98,19.46
429,Vengerovo,RU,2020-04-15 22:49:33,55.68,76.75,34.03,87,18,8.59
430,Teahupoo,PF,2020-04-15 22:49:33,-17.83,-149.27,89.6,66,24,9.17
431,Pandan,PH,2020-04-15 22:49:33,14.05,124.17,80.98,79,32,6.55
432,Sesheke,ZM,2020-04-15 22:49:33,-17.48,24.3,66.2,100,32,1.12
433,Korla,CN,2020-04-15 22:48:20,41.76,86.15,61.48,29,100,9.64
434,Paranaiba,BR,2020-04-15 22:49:34,-19.68,-51.19,65.26,67,91,5.32
435,Peniche,PT,2020-04-15 22:49:34,39.36,-9.38,57.99,93,20,6.93
436,Svetlaya,RU,2020-04-15 22:49:34,46.54,138.33,39.42,71,0,2.13
437,Jinzhou,CN,2020-04-15 22:49:34,41.11,121.14,53.02,59,100,13.71
438,Nome,US,2020-04-15 22:49:35,64.5,-165.41,36.0,93,90,3.36
439,Huarmey,PE,2020-04-15 22:49:35,-10.07,-78.15,74.88,69,8,6.71
440,Rio Grande,BR,2020-04-15 22:49:35,-32.03,-52.1,66.0,71,83,5.01
441,Yumen,CN,2020-04-15 22:49:35,40.28,97.2,51.12,24,88,17.45
442,Lundazi,ZM,2020-04-15 22:49:35,-12.29,33.18,64.4,65,41,7.81
443,Sabang,ID,2020-04-15 22:49:35,5.89,95.32,82.44,75,54,1.59
444,Posse,BR,2020-04-15 22:48:12,-14.09,-46.37,66.29,79,100,1.23
445,Torrington,US,2020-04-15 22:49:36,41.8,-73.12,51.01,28,40,6.93
446,Axim,GH,2020-04-15 22:49:36,4.87,-2.24,81.73,84,96,5.88
447,Sangar,RU,2020-04-15 22:49:36,63.92,127.47,13.73,86,0,4.5
448,High Level,CA,2020-04-15 22:49:36,58.52,-117.14,37.4,59,20,9.17
449,Loukhi,RU,2020-04-15 22:49:37,66.08,33.04,25.29,96,100,4.7
450,Sri Aman,MY,2020-04-15 22:49:37,1.24,111.46,77.0,100,82,0.98
451,Bull Savanna,JM,2020-04-15 22:49:37,17.89,-77.59,76.15,75,18,5.48
452,Marsaxlokk,MT,2020-04-15 22:49:37,35.84,14.54,57.99,87,75,11.41
453,Buchanan,LR,2020-04-15 22:49:38,5.88,-10.05,80.6,94,40,4.03
454,Yima,CN,2020-04-15 22:49:38,34.74,111.88,66.0,99,43,12.5
455,Poum,NC,2020-04-15 22:49:38,-20.23,164.02,79.02,76,16,13.38
456,Surt,LY,2020-04-15 22:49:39,31.21,16.59,64.99,73,91,7.58
457,Mandurah,AU,2020-04-15 22:48:19,-32.55,115.7,55.0,100,3,4.7
458,Dalby,AU,2020-04-15 22:49:39,-27.18,151.27,64.4,88,1,4.7
459,Fairbanks,US,2020-04-15 22:47:52,64.84,-147.72,51.8,40,20,4.7
460,Kashi,CN,2020-04-15 22:49:39,39.45,75.98,60.8,29,55,11.18
461,Foindu,SL,2020-04-15 22:49:40,7.41,-11.54,78.84,88,84,1.77
462,Cuenca,EC,2020-04-15 22:45:24,-2.88,-78.98,66.2,63,40,4.7
463,Pringsewu,ID,2020-04-15 22:49:40,-5.36,104.97,74.82,88,100,1.32
464,Bereda,ES,2020-04-15 22:49:40,43.27,-7.54,54.0,93,64,8.05
465,Teya,RU,2020-04-15 22:48:09,60.38,92.63,38.86,77,59,2.33
466,Maningrida,AU,2020-04-15 22:49:41,-12.07,134.27,80.67,78,93,10.07
467,Bafilo,TG,2020-04-15 22:49:41,9.35,1.27,83.14,44,38,3.67
468,Los Llanos De Aridane,ES,2020-04-15 22:49:41,28.66,-17.92,69.8,49,0,10.29
469,Aykhal,RU,2020-04-15 22:49:41,66.0,111.5,5.0,71,23,6.71
470,Ilhabela,BR,2020-04-15 22:48:02,-23.78,-45.36,72.59,75,100,3.22
471,Knysna,ZA,2020-04-15 22:49:42,-34.04,23.05,59.0,77,85,3.36
472,Waingapu,ID,2020-04-15 22:49:42,-9.66,120.26,81.93,80,99,9.75
473,Cortes,ES,2020-04-15 22:49:42,41.94,-1.44,55.4,82,40,9.17
474,Colac,AU,2020-04-15 22:49:42,-38.33,143.58,60.01,95,63,4.0
475,Coxim,BR,2020-04-15 22:49:42,-18.51,-54.76,69.17,62,4,7.02
476,Roald,NO,2020-04-15 22:49:43,62.58,6.13,41.0,68,58,16.11
477,Dingle,PH,2020-04-15 22:47:33,11.0,122.67,82.98,71,88,7.78
478,Richards Bay,ZA,2020-04-15 22:49:43,-28.78,32.04,70.03,78,97,3.18
479,Pithoragarh,IN,2020-04-15 22:49:43,29.58,80.22,55.35,34,0,3.56
480,Sao Gabriel Da Cachoeira,BR,2020-04-15 22:49:43,-0.13,-67.09,75.0,93,63,2.39
481,Bonnyville,CA,2020-04-15 22:49:43,54.27,-110.73,33.8,69,90,5.82
482,San Quintin,MX,2020-04-15 22:49:44,30.48,-115.95,68.27,51,0,12.01
483,Ostrovnoy,RU,2020-04-15 22:48:01,68.05,39.51,34.38,95,100,5.66
484,Morro Bay,US,2020-04-15 22:49:44,35.37,-120.85,79.0,37,1,17.22
485,Bloemhof,ZA,2020-04-15 22:49:44,-27.65,25.61,53.06,28,2,4.18
486,Ghorawal,IN,2020-04-15 22:49:44,24.77,82.78,81.9,22,49,6.26
487,Tazmalt,DZ,2020-04-15 22:49:45,36.39,4.4,64.4,82,76,4.7
488,Novikovo,RU,2020-04-15 22:49:45,51.15,37.89,37.54,75,100,12.57
489,Rantepao,ID,2020-04-15 22:49:45,-2.97,119.9,69.98,73,100,1.57
490,Colares,PT,2020-04-15 22:49:45,38.8,-9.45,61.0,93,20,6.93
491,Gao,ML,2020-04-15 22:49:46,16.64,1.64,87.42,14,98,16.64
492,Tongliao,CN,2020-04-15 22:49:46,43.61,122.27,57.0,34,100,5.64
493,Keti Bandar,PK,2020-04-15 22:49:46,24.14,67.45,78.33,77,18,10.76
494,Inirida,CO,2020-04-15 22:49:46,3.87,-67.92,79.36,65,26,1.3
495,Zaysan,KZ,2020-04-15 22:49:47,47.47,84.87,43.63,63,100,3.98
496,Port Hedland,AU,2020-04-15 22:47:44,-20.32,118.57,77.0,94,98,5.82
497,Baykit,RU,2020-04-15 22:49:47,61.67,96.37,37.33,84,78,2.08
498,Codrington,AU,2020-04-15 22:49:47,-38.27,141.97,60.57,75,29,18.37
499,Beringovskiy,RU,2020-04-15 22:49:47,63.05,179.32,27.03,97,99,10.47
500,Estevan,CA,2020-04-15 22:49:45,49.13,-102.98,39.99,27,75,14.99
501,Aquidauana,BR,2020-04-15 22:49:48,-20.47,-55.79,61.25,60,0,4.09
502,Narok,KE,2020-04-15 22:49:48,-1.08,35.86,59.38,50,99,2.13
503,Longyearbyen,SJ,2020-04-15 22:49:48,78.22,15.64,33.8,74,40,27.51
504,Abashiri,JP,2020-04-15 22:46:34,44.02,144.27,31.57,93,100,14.61
505,Puerto Leguizamo,CO,2020-04-15 22:49:49,-0.19,-74.78,80.89,61,34,1.92
506,Tianpeng,CN,2020-04-15 22:49:49,30.99,103.94,71.01,72,13,2.24
507,Konstantinovsk,RU,2020-04-15 22:49:49,47.58,41.09,37.11,83,36,9.24
508,Port Keats,AU,2020-04-15 22:49:49,-14.25,129.55,82.65,64,99,6.67
509,Lata,PT,2020-04-15 22:49:49,40.16,-8.33,57.99,82,20,9.17
510,Santa Fe,AR,2020-04-15 22:49:50,-31.63,-60.7,66.99,57,0,6.13
511,Jardinopolis,BR,2020-04-15 22:49:50,-21.02,-47.76,75.2,64,100,3.36
512,Kattivakkam,IN,2020-04-15 22:49:50,13.22,80.32,82.4,78,0,2.24
513,Campos Altos,BR,2020-04-15 22:49:50,-19.7,-46.17,65.19,71,99,1.12
514,Biak,ID,2020-04-15 22:49:51,-0.91,122.88,81.57,68,98,2.15
515,Bac Lieu,VN,2020-04-15 22:49:51,9.29,105.72,82.6,78,42,12.97
516,Cordoba,AR,2020-04-15 22:47:38,-31.41,-64.18,71.01,52,1,8.05
517,Marsh Harbour,BS,2020-04-15 22:49:51,26.54,-77.06,78.03,84,87,12.77
518,Bay Roberts,CA,2020-04-15 22:49:51,47.6,-53.26,37.99,100,90,13.87
519,Rocha,UY,2020-04-15 22:49:52,-34.48,-54.33,61.05,80,73,16.06
520,Kangaatsiaq,GL,2020-04-15 22:49:52,68.31,-53.46,31.33,94,97,16.91
521,Blackwater,AU,2020-04-15 22:49:52,-23.58,148.88,76.05,51,0,8.79
522,Okha,RU,2020-04-15 22:49:52,53.57,142.95,32.38,93,35,7.16
523,Oblivskaya,RU,2020-04-15 22:49:52,48.54,42.5,37.72,77,36,11.61
524,Anadyr,RU,2020-04-15 22:49:52,64.75,177.48,17.6,85,75,6.71
525,Grand Forks,US,2020-04-15 22:49:53,47.93,-97.03,35.01,70,75,10.29
526,Las Cruces,US,2020-04-15 22:47:21,32.31,-106.78,73.99,10,1,8.05
527,Necochea,AR,2020-04-15 22:49:53,-38.55,-58.74,55.0,79,0,4.0
528,Mubarakpur,IN,2020-04-15 22:49:53,26.09,83.29,78.55,36,6,4.92
529,Pestovo,RU,2020-04-15 22:49:54,58.59,35.8,30.7,94,6,6.76
530,Energetik,RU,2020-04-15 22:49:54,51.74,58.79,44.51,55,98,14.58
531,Hay River,CA,2020-04-15 22:49:54,60.82,-115.8,33.8,59,20,9.17
532,Corsicana,US,2020-04-15 22:49:54,32.1,-96.47,64.99,48,1,3.71
533,Dargaville,NZ,2020-04-15 22:49:54,-35.93,173.88,65.53,72,37,13.76
534,Manta,EC,2020-04-15 22:49:55,-0.95,-80.73,84.2,79,77,11.41
535,Asau,RO,2020-04-15 22:49:55,46.43,26.4,46.4,52,6,1.12
536,Olinda,BR,2020-04-15 22:49:55,-8.01,-34.86,82.4,78,40,4.7
537,Saint Anthony,US,2020-04-15 22:48:04,45.02,-93.22,36.0,31,75,126.61
538,Gol,NO,2020-04-15 22:49:56,60.7,8.95,34.0,76,8,28.01
539,Husavik,IS,2020-04-15 22:49:56,66.04,-17.34,33.8,74,75,9.17
540,Trinidad,BO,2020-04-15 22:49:56,-14.83,-64.9,71.6,78,75,4.61
541,Rio Branco,BR,2020-04-15 22:49:56,-9.97,-67.81,73.4,100,75,5.82
542,Guane,CU,2020-04-15 22:49:56,22.2,-84.09,81.07,75,89,8.37
543,Schwabisch Gmund,DE,2020-04-15 22:49:57,48.8,9.8,48.0,42,69,4.7
